"id_municipio","municipio","tipo","id_distrito","latitud","longitud","altitud","sist_norm_int"
"271","SAN MIGUEL MIXTEPEC","E100","30","16.77777778","-96.95722222","1910","Sistemas normativos internos"
"272","SAN MIGUEL PANIXTLAHUACA","470","11","16.25972222","-97.37805556","770","Sistemas normativos internos"
"273","SAN MIGUEL PERAS","470","29","16.93722222","-97.01027778","2080","Sistemas normativos internos"
"274","SAN MIGUEL PIEDRAS","E100","15","16.99861111","-97.23222222","1860","Sistemas normativos internos"
"275","SAN MIGUEL QUETZALTEPEC","E100","14","16.97277778","-95.75972222","1190","Sistemas normativos internos"
"276","SAN MIGUEL SANTA FLOR","E100","3","17.92083333","-96.79861111","1780","Sistemas normativos internos"
"277","VILLA SOLA DE VEGA","E100","20","16.51388889","-96.97777778","1410","Partidos politicos"
"278","SAN MIGUEL SOYALTEPEC","E100","26","18.23944444","-96.40305556","30","Partidos politicos"
"279","SAN MIGUEL SUCHIXTEPEC","470","13","16.09277778","-96.46666667","2580","Sistemas normativos internos"
"280","VILLA TALEA DE CASTRO","470","27","17.36166667","-96.24833333","1630","Sistemas normativos internos"
"281","SAN MIGUEL TECOMATLAN","INTEROCEANICO","15","17.39305556","-97.26805556","2100","Sistemas normativos internos"
"282","SAN MIGUEL TENANGO","470","21","16.26611111","-95.595","1610","Sistemas normativos internos"
"283","SAN MIGUEL TEQUIXTEPEC","470","2","17.80194444","-97.34055556","2010","Sistemas normativos internos"
"284","SAN MIGUEL TILQUIAPAM","INTEROCEANICO","16","16.78055556","-96.58111111","1680","Sistemas normativos internos"
"285","SAN MIGUEL TLACAMAMA","470","9","16.41611111","-98.06361111","260","Partidos politicos"
"286","SAN MIGUEL TLACOTEPEC","470","12","17.45416667","-98.00583333","1720","Sistemas normativos internos"
"287","SAN MIGUEL TULANCINGO","470","2","17.75055556","-97.44111111","2200","Sistemas normativos internos"
"288","SAN MIGUEL YOTAO","E100","8","17.36861111","-96.33666667","1370","Sistemas normativos internos"
"289","SAN NICOLAS","INTEROCEANICO","13","16.41944444","-96.74055556","1440","Sistemas normativos internos"
"290","SAN NICOLAS HIDALGO","INTEROCEANICO","19","17.78277778","-98.14361111","1100","Partidos politicos"
"291","SAN PABLO COATLAN","INTEROCEANICO","13","16.22305556","-96.7825","1460","Sistemas normativos internos"
"292","SAN PABLO CUATRO VENADOS","E100","29","16.98333333","-96.89083333","2360","Sistemas normativos internos"
"293","SAN PABLO ETLA","470","6","17.14444444","-96.76","1640","Sistemas normativos internos"
"294","SAN PABLO HUITZO","470","6","17.27638889","-96.8825","1700","Partidos politicos"
"295","SAN PABLO HUIXTEPEC","470","30","16.82694444","-96.78083333","1480","Partidos politicos"
"296","SAN PABLO MACUILTIANGUIS","470","8","17.53388889","-96.55333333","2120","Sistemas normativos internos"
"297","SAN PABLO TIJALTEPEC","470","25","17.01805556","-97.5","2240","Sistemas normativos internos"
"298","SAN PABLO VILLA DE MITLA","470","24","16.92083333","-96.36166667","1690","Partidos politicos"
"299","SAN PABLO YAGANIZA","470","27","17.14527778","-96.22777778","1420","Sistemas normativos internos"
"300","SAN PEDRO AMUZGOS","470","18","16.65361111","-98.08888889","500","Partidos politicos"
"301","SAN PEDRO APOSTOL","INTEROCEANICO","16","16.73472222","-96.72611111","1490","Sistemas normativos internos"
"302","SAN PEDRO ATOYAC","470","9","16.48805556","-97.98555556","240","Partidos politicos"
"303","SAN PEDRO CAJONOS","470","27","17.16805556","-96.26111111","1860","Sistemas normativos internos"
"304","SAN PEDRO COXCALTEPEC CANTAROS","INTEROCEANICO","15","17.49916667","-97.13805556","2300","Sistemas normativos internos"
"305","SAN PEDRO COMITANCILLO","470","21","16.49027778","-95.15972222","70","Partidos politicos"
"306","SAN PEDRO EL ALTO","INTEROCEANICO","17","16.03166667","-96.47388889","2280","Sistemas normativos internos"
"307","SAN PEDRO HUAMELULA","470","21","16.025","-95.66527778","80","Partidos politicos"
"308","SAN PEDRO HUILOTEPEC","470","21","16.24388889","-95.15","20","Partidos politicos"
"309","SAN PEDRO IXCATLAN","INTEROCEANICO","26","18.14472222","-96.51","90","Partidos politicos"
"310","SAN PEDRO IXTLAHUACA","470","1","17.06305556","-96.81805556","1640","Sistemas normativos internos"
"311","SAN PEDRO JALTEPETONGO","E100","3","17.68861111","-97.03388889","1730","Sistemas normativos internos"
"312","SAN PEDRO JICAYAN","INTEROCEANICO","9","16.45027778","-98.015","400","Partidos politicos"
"313","SAN PEDRO JOCOTIPAC","470","3","17.76861111","-97.07944444","2040","Sistemas normativos internos"
"314","SAN PEDRO JUCHATENGO","470","11","16.34","-97.08722222","840","Sistemas normativos internos"
"315","SAN PEDRO MARTIR","INTEROCEANICO","16","16.74361111","-96.71194444","1490","Sistemas normativos internos"
"316","SAN PEDRO MARTIR QUIECHAPA","INTEROCEANICO","28","16.41305556","-96.24722222","1810","Sistemas normativos internos"
"317","SAN PEDRO MARTIR YUCUXACO","INTEROCEANICO","25","17.43055556","-97.61111111","2240","Sistemas normativos internos"
"318","SAN PEDRO MIXTEPEC - DISTR. 22 -","INTEROCEANICO","11","16.27111111","-96.2825","2100","Partidos politicos"
"319","SAN PEDRO MIXTEPEC - DISTR. 26 -","INTEROCEANICO","13","15.98277778","-97.08277778","230","Sistemas normativos internos"
"320","SAN PEDRO MOLINOS","470","25","17.10138889","-97.54305556","2100","Sistemas normativos internos"
"321","SAN PEDRO NOPALA","470","23","17.80416667","-97.54055556","2100","Sistemas normativos internos"
"322","SAN PEDRO OCOPETATILLO","470","22","18.18416667","-96.91277778","1740","Sistemas normativos internos"
"323","SAN PEDRO OCOTEPEC","E100","14","16.95416667","-95.84444444","1680","Sistemas normativos internos"
"324","SAN PEDRO POCHUTLA","E100","17","15.74444444","-96.46527778","160","Partidos politicos"
"325","SAN PEDRO QUIATONI","E100","24","16.78333333","-96.03111111","1870","Sistemas normativos internos"
"326","SAN PEDRO SOCHIAPAM","INTEROCEANICO","3","17.8275","-96.66222222","1250","Sistemas normativos internos"
"327","SAN PEDRO TAPANATEPEC","470","10","16.36611111","-94.19333333","60","Partidos politicos"
"328","SAN PEDRO TAVICHE","470","16","16.63638889","-96.53722222","1590","Sistemas normativos internos"
"329","SAN PEDRO TEOZACOALCO","470","15","17.01583333","-97.28666667","1590","Sistemas normativos internos"
"330","SAN PEDRO TEUTILA","470","3","17.975","-96.70416667","1070","Sistemas normativos internos"
"331","SAN PEDRO TIDAA","INTEROCEANICO","15","17.34027778","-97.37666667","2280","Sistemas normativos internos"
"332","SAN PEDRO TOPILTEPEC","470","23","17.43611111","-97.34444444","2160","Sistemas normativos internos"
"333","SAN PEDRO TOTOLAPA","INTEROCEANICO","24","16.66527778","-96.30194444","930","Sistemas normativos internos"
"334","VILLA DE TUTUTEPEC DE MELCHOR OCAMPO","INTEROCEANICO","11","16.12833333","-97.60861111","280","Partidos politicos"
"335","SAN PEDRO YANERI","470","8","17.41861111","-96.35444444","1370","Sistemas normativos internos"
"336","SAN PEDRO YOLOX","INTEROCEANICO","8","17.5875","-96.55166667","1900","Sistemas normativos internos"
"337","SAN PEDRO Y SAN PABLO AYUTLA","470","14","17.02555556","-96.08","2040","Sistemas normativos internos"
"338","VILLA DE ETLA","470","6","17.2075","-96.8","1660","Partidos politicos"
"339","SAN PEDRO Y SAN PABLO TEPOSCOLULA","470","23","17.51055556","-97.48833333","2170","Partidos politicos"
"340","SAN PEDRO Y SAN PABLO TEQUIXTEPEC","470","7","18.06027778","-97.71888889","1850","Sistemas normativos internos"
"341","SAN PEDRO YUCUNAMA","470","23","17.56027778","-97.4825","2420","Sistemas normativos internos"
"342","SAN RAYMUNDO JALPAN","470","1","16.97055556","-96.75527778","1520","Sistemas normativos internos"
"343","SAN SEBASTIAN ABASOLO","INTEROCEANICO","24","16.99333333","-96.58833333","1580","Sistemas normativos internos"
"344","SAN SEBASTIAN COATLAN","INTEROCEANICO","13","16.20055556","-96.82583333","1970","Sistemas normativos internos"
"345","SAN SEBASTIAN IXCAPA","INTEROCEANICO","9","16.5425","-98.14444444","240","Partidos politicos"
"346","SAN SEBASTIAN NICANANDUTA","INTEROCEANICO","23","17.51666667","-97.68472222","2390","Sistemas normativos internos"
"347","SAN SEBASTIAN RIO HONDO","INTEROCEANICO","13","16.18194444","-96.46388889","2520","Sistemas normativos internos"
"348","SAN SEBASTIAN TECOMAXTLAHUACA","INTEROCEANICO","12","17.34527778","-98.03083333","1680","Sistemas normativos internos"
"349","SAN SEBASTIAN TEITIPAC","INTEROCEANICO","24","16.95027778","-96.61361111","1610","Sistemas normativos internos"
"350","SAN SEBASTIAN TUTLA","INTEROCEANICO","1","17.05972222","-96.67222222","1540","Sistemas normativos internos"
"351","SAN SIMON ALMOLONGAS","INTEROCEANICO","13","16.40722222","-96.71888889","1510","Sistemas normativos internos"
"352","SAN SIMON ZAHUATLAN","INTEROCEANICO","7","17.82777778","-98.00333333","1910","Sistemas normativos internos"
"353","SANTA ANA","470","13","16.34055556","-96.7175","1590","Sistemas normativos internos"
"354","SANTA ANA ATEIXTLAHUACA","E100","22","18.20972222","-96.90583333","1820","Sistemas normativos internos"
"355","SANTA ANA CUAUHTEMOC","INTEROCEANICO","3","17.98333333","-96.79527778","1700","Sistemas normativos internos"
"356","SANTA ANA DEL VALLE","470","24","16.99361111","-96.47166667","1670","Sistemas normativos internos"
"357","SANTA ANA TAVELA","470","28","16.65416667","-95.90972222","700","Sistemas normativos internos"
"358","SANTA ANA TLAPACOYAN","470","30","16.74305556","-96.83694444","1470","Sistemas normativos internos"
"359","SANTA ANA YARENI","470","8","17.39722222","-96.61027778","2280","Sistemas normativos internos"
"360","SANTA ANA ZEGACHE","470","16","16.83777778","-96.725","1490","Partidos politicos"
"361","SANTA CATALINA QUIERI","INTEROCEANICO","28","16.31972222","-96.26694444","1950","Sistemas normativos internos"
"362","SANTA CATARINA CUIXTLA","470","13","16.30444444","-96.64527778","1790","Sistemas normativos internos"
"363","SANTA CATARINA IXTEPEJI","470","8","17.26583333","-96.56222222","1880","Sistemas normativos internos"
"364","SANTA CATARINA JUQUILA","470","11","16.23638889","-97.29194444","1450","Partidos politicos"
"365","SANTA CATARINA LACHATAO","470","8","17.26805556","-96.47194444","2110","Sistemas normativos internos"
"366","SANTA CATARINA LOXICHA","470","17","16.06666667","-96.75444444","1250","Sistemas normativos internos"
"367","SANTA CATARINA MECHOACAN","INTEROCEANICO","9","16.33361111","-97.83555556","280","Sistemas normativos internos"
"368","SANTA CATARINA MINAS","470","16","16.7775","-96.615","1590","Sistemas normativos internos"
"369","SANTA CATARINA QUIANE","INTEROCEANICO","30","16.88027778","-96.74083333","1500","Sistemas normativos internos"
"370","SANTA CATARINA TAYATA","470","25","17.34583333","-97.55833333","2100","Sistemas normativos internos"
"371","SANTA CATARINA TICUA","INTEROCEANICO","25","17.07083333","-97.53611111","2250","Sistemas normativos internos"
"372","SANTA CATARINA YOSONOTU","INTEROCEANICO","25","17.01944444","-97.66111111","2260","Sistemas normativos internos"
"373","SANTA CATARINA ZAPOQUILA","470","7","18.06527778","-97.60138889","2010","Sistemas normativos internos"
"374","SANTA CRUZ ACATEPEC","E100","22","18.16111111","-96.875","1590","Sistemas normativos internos"
"375","SANTA CRUZ AMILPAS","470","1","17.05833333","-96.68333333","1540","Partidos politicos"
"376","SANTA CRUZ DE BRAVO","470","19","17.57972222","-98.22361111","1640","Sistemas normativos internos"
"377","SANTA CRUZ ITUNDUJIA","470","18","16.87361111","-97.66027778","2320","Partidos politicos"
"378","SANTA CRUZ MIXTEPEC","470","30","16.79361111","-96.88222222","1580","Sistemas normativos internos"
"379","SANTA CRUZ NUNDACO","470","25","17.17222222","-97.72361111","2300","Sistemas normativos internos"
"380","SANTA CRUZ PAPALUTLA","470","24","16.95861111","-96.585","1590","Sistemas normativos internos"
"381","SANTA CRUZ TACACHE DE MINA","470","7","17.82722222","-98.14944444","1070","Partidos politicos"
"382","SANTA CRUZ TACAHUA","470","25","16.9175","-97.49222222","1750","Sistemas normativos internos"
"383","SANTA CRUZ TAYATA","470","25","17.35638889","-97.56861111","2110","Sistemas normativos internos"
"384","SANTA CRUZ XITLA","470","13","16.32138889","-96.67222222","1800","Sistemas normativos internos"
"385","SANTA CRUZ XOXOCOTLAN","INTEROCEANICO","1","17.02638889","-96.73333333","1520","Partidos politicos"
"386","SANTA CRUZ ZENZONTEPEC","E100","20","16.53444444","-97.49472222","930","Sistemas normativos internos"
"387","SANTA GERTRUDIS","470","30","16.78666667","-96.79722222","1470","Partidos politicos"
"388","SANTA INES DEL MONTE","INTEROCEANICO","29","16.92583333","-96.86194444","2290","Sistemas normativos internos"
"389","SANTA INES YATZECHE","INTEROCEANICO","30","16.80888889","-96.75583333","1460","Sistemas normativos internos"
"390","SANTA LUCIA DEL CAMINO","INTEROCEANICO","1","17.0625","-96.69333333","1540","Partidos politicos"
"391","SANTA LUCIA MIAHUATLAN","INTEROCEANICO","13","16.18527778","-96.61805556","1990","Sistemas normativos internos"
"392","SANTA LUCIA MONTEVERDE","INTEROCEANICO","18","16.97027778","-97.66583333","2490","Sistemas normativos internos"
"393","SANTA LUCIA OCOTLAN","INTEROCEANICO","16","16.74111111","-96.68083333","1520","Sistemas normativos internos"
"394","SANTA MARIA ALOTEPEC","INTEROCEANICO","14","17.09111111","-95.85416667","1450","Sistemas normativos internos"
"395","SANTA MARIA APAZCO","INTEROCEANICO","15","17.63333333","-97.10111111","2170","Sistemas normativos internos"
"396","SANTA MARIA LA ASUNCION","INTEROCEANICO","22","18.10722222","-96.81916667","1680","Sistemas normativos internos"
"397","HEROICA CIUDAD DE TLAXIACO","E100","25","17.26944444","-97.67916667","2060","Partidos politicos"
"398","AYOQUEZCO DE ALDAMA","470","30","16.685","-96.84305556","1450","Sistemas normativos internos"
"399","SANTA MARIA ATZOMPA","INTEROCEANICO","1","17.10138889","-96.77777778","1580","Sistemas normativos internos"
"400","SANTA MARIA CAMOTLAN","INTEROCEANICO","7","17.89861111","-97.69305556","1720","Sistemas normativos internos"
"401","SANTA MARIA COLOTEPEC","INTEROCEANICO","17","15.89722222","-96.9375","50","Sistemas normativos internos"
"402","SANTA MARIA CORTIJO","INTEROCEANICO","9","16.45083333","-98.28555556","80","Partidos politicos"
"403","SANTA MARIA COYOTEPEC","INTEROCEANICO","1","16.96416667","-96.70666667","1520","Sistemas normativos internos"
"404","SANTA MARIA CHACHOAPAM","INTEROCEANICO","15","17.52444444","-97.28333333","2090","Sistemas normativos internos"
"405","VILLA DE CHILAPA DE DIAZ","INTEROCEANICO","23","17.58888889","-97.63194444","1900","Sistemas normativos internos"
"406","SANTA MARIA CHILCHOTLA","INTEROCEANICO","22","18.23333333","-96.83027778","1380","Sistemas normativos internos"
"407","SANTA MARIA CHIMALAPA","INTEROCEANICO","10","16.90638889","-94.68333333","310","Sistemas normativos internos"
"408","SANTA MARIA DEL ROSARIO","INTEROCEANICO","25","17.35166667","-97.59361111","2290","Sistemas normativos internos"
"409","SANTA MARIA DEL TULE","INTEROCEANICO","1","17.04722222","-96.63333333","1560","Sistemas normativos internos"
"410","SANTA MARIA ECATEPEC","INTEROCEANICO","28","16.28388889","-95.87722222","1820","Sistemas normativos internos"
"411","SANTA MARIA GUELACE","INTEROCEANICO","24","17.00166667","-96.6025","1560","Sistemas normativos internos"
"412","SANTA MARIA GUIENAGATI","INTEROCEANICO","21","16.7375","-95.35416667","320","Sistemas normativos internos"
"413","SANTA MARIA HUATULCO","INTEROCEANICO","17","15.83416667","-96.32222222","220","Partidos politicos"
"414","SANTA MARIA HUAZOLOTITLAN","INTEROCEANICO","9","16.30138889","-97.9125","280","Partidos politicos"
"415","SANTA MARIA IPALAPA","INTEROCEANICO","18","16.63555556","-98.03277778","460","Partidos politicos"
"416","SANTA MARIA IXCATLAN","INTEROCEANICO","22","17.85277778","-97.19277778","1910","Sistemas normativos internos"
"417","SANTA MARIA JACATEPEC","INTEROCEANICO","26","17.86","-96.21138889","40","Partidos politicos"
"418","SANTA MARIA JALAPA DEL MARQUES","INTEROCEANICO","21","16.44083333","-95.445","160","Partidos politicos"
"419","SANTA MARIA JALTIANGUIS","INTEROCEANICO","8","17.36194444","-96.52777778","2110","Sistemas normativos internos"
"420","SANTA MARIA LACHIXIO","INTEROCEANICO","20","16.72694444","-97.01888889","2260","Sistemas normativos internos"
"421","SANTA MARIA MIXTEQUILLA","INTEROCEANICO","21","16.37444444","-95.25972222","60","Partidos politicos"
"422","SANTA MARIA NATIVITAS","INTEROCEANICO","2","17.66111111","-97.33333333","2160","Sistemas normativos internos"
"423","SANTA MARIA NDUAYACO","INTEROCEANICO","23","17.41027778","-97.49722222","2340","Sistemas normativos internos"
"424","SANTA MARIA OZOLOTEPEC","INTEROCEANICO","13","16.12944444","-96.36944444","2490","Sistemas normativos internos"
"425","SANTA MARIA PAPALO","INTEROCEANICO","3","17.7825","-96.79722222","2040","Sistemas normativos internos"
"426","SANTA MARIA PEÑOLES","INTEROCEANICO","6","17.07777778","-97.00138889","1990","Sistemas normativos internos"
"427","SANTA MARIA PETAPA","INTEROCEANICO","10","16.82166667","-95.11972222","240","Partidos politicos"
"428","SANTA MARIA QUIEGOLANI","INTEROCEANICO","28","16.27583333","-96.05138889","2130","Sistemas normativos internos"
"429","SANTA MARIA SOLA","INTEROCEANICO","20","16.56583333","-97.01277778","1460","Sistemas normativos internos"
"430","SANTA MARIA TATALTEPEC","INTEROCEANICO","25","17.14027778","-97.39305556","1610","Sistemas normativos internos"
"431","SANTA MARIA TECOMAVACA","INTEROCEANICO","22","17.95555556","-97.02361111","600","Partidos politicos"
"432","SANTA MARIA TEMAXCALAPA","INTEROCEANICO","27","17.38055556","-96.16111111","1100","Sistemas normativos internos"
"433","SANTA MARIA TEMAXCALTEPEC","INTEROCEANICO","11","16.16277778","-97.19444444","1280","Sistemas normativos internos"
"434","SANTA MARIA TEOPOXCO","INTEROCEANICO","22","18.16611111","-96.95472222","1910","Partidos politicos"
"435","SANTA MARIA TEPANTLALI","INTEROCEANICO","14","16.99666667","-96.00916667","1820","Sistemas normativos internos"
"436","SANTA MARIA TEXCATITLAN","INTEROCEANICO","3","17.7125","-97.06666667","1500","Partidos politicos"
"437","SANTA MARIA TLAHUITOLTEPEC","INTEROCEANICO","14","17.09305556","-96.06444444","2240","Sistemas normativos internos"
"438","SANTA MARIA TLALIXTAC","INTEROCEANICO","3","17.94944444","-96.7375","1140","Sistemas normativos internos"
"439","SANTA MARIA TONAMECA","INTEROCEANICO","17","15.74583333","-96.54722222","30","Partidos politicos"
"440","SANTA MARIA TOTOLAPILLA","INTEROCEANICO","21","16.6","-95.625","480","Sistemas normativos internos"
"441","SANTA MARIA XADANI","INTEROCEANICO","10","16.36027778","-95.01861111","10","Partidos politicos"
"442","SANTA MARIA YALINA","INTEROCEANICO","27","17.23888889","-96.26194444","1850","Sistemas normativos internos"
"443","SANTA MARIA YAVESIA","INTEROCEANICO","8","17.23416667","-96.42944444","1980","Sistemas normativos internos"
"444","SANTA MARIA YOLOTEPEC","INTEROCEANICO","25","16.87638889","-97.50416667","1890","Sistemas normativos internos"
"445","SANTA MARIA YOSOYUA","INTEROCEANICO","25","17.11805556","-97.51527778","1920","Sistemas normativos internos"
"446","SANTA MARIA YUCUHITI","INTEROCEANICO","25","17.01805556","-97.76944444","1740","Sistemas normativos internos"
"447","SANTA MARIA ZACATEPEC","INTEROCEANICO","18","16.7625","-97.98916667","350","Partidos politicos"
"448","SANTA MARIA ZANIZA","INTEROCEANICO","20","16.65472222","-97.33805556","1340","Sistemas normativos internos"
"449","SANTA MARIA ZOQUITLAN","INTEROCEANICO","24","16.55833333","-96.35305556","1040","Sistemas normativos internos"
"450","SANTIAGO AMOLTEPEC","E100","20","16.63972222","-97.49694444","1690","Sistemas normativos internos"
"451","SANTIAGO APOALA","470","15","17.64722222","-97.13611111","1980","Sistemas normativos internos"
"452","SANTIAGO APOSTOL","INTEROCEANICO","16","16.80416667","-96.72222222","1470","Sistemas normativos internos"
"453","SANTIAGO ASTATA","470","21","15.98666667","-95.67388889","40","Sistemas normativos internos"
"454","SANTIAGO ATITLAN","INTEROCEANICO","14","17.10305556","-95.94555556","1500","Sistemas normativos internos"
"455","SANTIAGO AYUQUILILLA","470","7","17.93416667","-97.95805556","1560","Partidos politicos"
"456","SANTIAGO CACALOXTEPEC","470","7","17.72083333","-97.74166667","1720","Partidos politicos"
"457","SANTIAGO CAMOTLAN","INTEROCEANICO","27","17.44555556","-96.18388889","1330","Sistemas normativos internos"
"458","SANTIAGO COMALTEPEC","470","8","17.565","-96.54833333","2050","Sistemas normativos internos"
"459","SANTIAGO CHAZUMBA","INTEROCEANICO","7","18.18888889","-97.68055556","1710","Partidos politicos"
"460","SANTIAGO CHOAPAM","INTEROCEANICO","4","17.36055556","-95.9225","840","Sistemas normativos internos"
"461","SANTIAGO DEL RIO","INTEROCEANICO","19","17.45555556","-98.08888889","1620","Sistemas normativos internos"
"462","SANTIAGO HUAJOLOTITLAN","INTEROCEANICO","7","17.82555556","-97.73138889","1620","Partidos politicos"
"463","SANTIAGO HUAUCLILLA","470","15","17.45027778","-97.07166667","2040","Sistemas normativos internos"
"464","SANTIAGO IHUITLAN PLUMAS","INTEROCEANICO","2","17.84861111","-97.42638889","2120","Sistemas normativos internos"
"465","SANTIAGO IXCUINTEPEC","470","14","16.93444444","-95.62138889","880","Sistemas normativos internos"
"466","SANTIAGO IXTAYUTLA","E100","9","16.565","-97.6525","700","Sistemas normativos internos"
"467","SANTIAGO JAMILTEPEC","470","9","16.27833333","-97.82","460","Partidos politicos"
"468","SANTIAGO JOCOTEPEC","E100","4","17.58805556","-95.87472222","90","Sistemas normativos internos"
"469","SANTIAGO JUXTLAHUACA","E100","12","17.33888889","-98.01111111","1680","Partidos politicos"
"470","SANTIAGO LACHIGUIRI","470","21","16.68555556","-95.53055556","810","Sistemas normativos internos"
"471","SANTIAGO LALOPA","470","27","17.41777778","-96.24833333","1260","Sistemas normativos internos"
"472","SANTIAGO LAOLLAGA","470","21","16.58472222","-95.20555556","120","Partidos politicos"
"473","SANTIAGO LAXOPA","470","8","17.21694444","-96.31111111","1940","Sistemas normativos internos"
"474","SANTIAGO LLANO GRANDE","470","9","16.48833333","-98.28972222","70","Partidos politicos"
"475","SANTIAGO MATATLAN","INTEROCEANICO","24","16.86472222","-96.38361111","1730","Sistemas normativos internos"
"476","SANTIAGO MILTEPEC","470","7","17.98388889","-97.68888889","1840","Sistemas normativos internos"
"477","SANTIAGO MINAS","470","20","16.42527778","-97.22777778","960","Sistemas normativos internos"
"478","SANTIAGO NACALTEPEC","470","3","17.50305556","-96.9175","2080","Sistemas normativos internos"
"479","SANTIAGO NEJAPILLA","470","23","17.41944444","-97.37222222","2250","Sistemas normativos internos"
"480","SANTIAGO NUNDICHE","E100","25","17.33055556","-97.67361111","2230","Sistemas normativos internos"
"481","SANTIAGO NUYOO","INTEROCEANICO","25","17.0125","-97.76666667","1630","Sistemas normativos internos"
"482","SANTIAGO PINOTEPA NACIONAL","E100","9","16.33805556","-98.05027778","200","Partidos politicos"
"483","SANTIAGO SUCHILQUITONGO","470","6","17.25","-96.86666667","1670","Partidos politicos"
"484","SANTIAGO TAMAZOLA","470","19","17.66944444","-98.22166667","1780","Partidos politicos"
"485","SANTIAGO TAPEXTLA","470","9","16.33972222","-98.44805556","60","Partidos politicos"
"486","VILLA TEJUPAM DE LA UNION","INTEROCEANICO","23","17.6625","-97.47083333","2110","Partidos politicos"
"487","SANTIAGO TENANGO","470","6","17.325","-97.00416667","2020","Sistemas normativos internos"
"488","SANTIAGO TEPETLAPA","470","2","17.78194444","-97.40083333","2170","Sistemas normativos internos"
"489","SANTIAGO TETEPEC","470","9","16.32111111","-97.74777778","260","Partidos politicos"
"490","SANTIAGO TEXCALCINGO","470","22","18.20722222","-96.96805556","1940","Sistemas normativos internos"
"491","SANTIAGO TEXTITLAN","INTEROCEANICO","20","16.69111111","-97.25972222","1720","Sistemas normativos internos"
"492","SANTIAGO TILANTONGO","470","15","17.28333333","-97.33888889","2200","Sistemas normativos internos"
"493","SANTIAGO TILLO","470","15","17.45972222","-97.31944444","2080","Sistemas normativos internos"
"494","SANTIAGO TLAZOYALTEPEC","E100","6","17.02638889","-96.99583333","2520","Sistemas normativos internos"
"495","SANTIAGO XANICA","470","13","16.00888889","-96.22472222","1260","Sistemas normativos internos"
"496","SANTIAGO XIACUI","INTEROCEANICO","8","17.2925","-96.43194444","1970","Sistemas normativos internos"
"497","SANTIAGO YAITEPEC","E100","11","16.22555556","-97.26916667","1760","Sistemas normativos internos"
"498","SANTIAGO YAVEO","470","4","17.33472222","-95.69944444","370","Sistemas normativos internos"
"499","SANTIAGO YOLOMECATL","INTEROCEANICO","23","17.47222222","-97.56944444","2140","Sistemas normativos internos"
"500","SANTIAGO YOSONDUA","INTEROCEANICO","25","16.87222222","-97.57638889","2200","Sistemas normativos internos"
"501","SANTIAGO YUCUYACHI","470","19","17.60805556","-98.19638889","1440","Sistemas normativos internos"
"502","SANTIAGO ZACATEPEC","470","14","17.15861111","-95.91444444","1390","Sistemas normativos internos"
"503","SANTIAGO ZOOCHILA","470","27","17.22","-96.24166667","1510","Sistemas normativos internos"
"504","NUEVO ZOQUIAPAM","INTEROCEANICO","8","17.28944444","-96.62055556","2060","Sistemas normativos internos"
"505","SANTO DOMINGO INGENIO","470","10","16.5875","-94.76666667","60","Partidos politicos"
"506","SANTO DOMINGO ALBARRADAS","470","24","17.06666667","-96.2","1490","Sistemas normativos internos"
"507","SANTO DOMINGO ARMENTA","470","9","16.33194444","-98.37777778","50","Partidos politicos"
"508","SANTO DOMINGO CHIHUITAN","INTEROCEANICO","21","16.58888889","-95.16166667","80","Partidos politicos"
"509","SANTO DOMINGO DE MORELOS","470","17","15.83444444","-96.66694444","140","Sistemas normativos internos"
"510","SANTO DOMINGO IXCATLAN","INTEROCEANICO","25","16.9125","-97.53194444","2330","Sistemas normativos internos"
"511","SANTO DOMINGO NUXAA","INTEROCEANICO","15","17.22166667","-97.12083333","1920","Sistemas normativos internos"
"512","SANTO DOMINGO OZOLOTEPEC","470","13","16.14861111","-96.30944444","2320","Sistemas normativos internos"
"513","SANTO DOMINGO PETAPA","470","10","16.81805556","-95.14027778","250","Partidos politicos"
"514","SANTO DOMINGO ROAYAGA","E100","27","17.3375","-96.11388889","1600","Sistemas normativos internos"
"515","SANTO DOMINGO TEHUANTEPEC","E100","21","16.32444444","-95.23888889","50","Partidos politicos"
"516","SANTO DOMINGO TEOJOMULCO","470","20","16.58861111","-97.22583333","1260","Sistemas normativos internos"
"517","SANTO DOMINGO TEPUXTEPEC","E100","14","16.95555556","-96.05527778","2110","Sistemas normativos internos"
"518","SANTO DOMINGO TLATAYAPAM","INTEROCEANICO","23","17.40666667","-97.34611111","2250","Sistemas normativos internos"
"519","SANTO DOMINGO TOMALTEPEC","470","1","17.06055556","-96.62277778","1590","Sistemas normativos internos"
"520","SANTO DOMINGO TONALA","INTEROCEANICO","7","17.675","-97.9625","1360","Partidos politicos"
"521","SANTO DOMINGO TONALTEPEC","E100","23","17.61055556","-97.35833333","2510","Sistemas normativos internos"
"522","SANTO DOMINGO XAGACIA","INTEROCEANICO","27","17.15333333","-96.2675","1600","Sistemas normativos internos"
"523","SANTO DOMINGO YANHUITLAN","INTEROCEANICO","15","17.52666667","-97.34444444","2140","Sistemas normativos internos"
"524","SANTO DOMINGO YODOHINO","E100","7","17.61666667","-97.68333333","1640","Sistemas normativos internos"
"525","SANTO DOMINGO ZANATEPEC","470","10","16.48194444","-94.35361111","60","Partidos politicos"
"526","SANTOS REYES NOPALA","470","11","16.10611111","-97.14416667","480","Sistemas normativos internos"
